time,imsi,cellId,isServingCell?,RSRP(dBm),RSRQ(dB)
31.391,1,2,1,-68.714,-4.071
31.396,1,1,0,-74.298,-9.655
31.396,1,2,1,-68.714,-4.070
31.401,1,1,0,-74.299,-9.656
31.401,1,2,1,-68.713,-4.070
31.406,1,1,0,-74.300,-9.657
31.406,1,2,1,-68.712,-4.070
31.411,1,1,0,-74.300,-9.658
31.411,1,2,1,-68.712,-4.069
31.416,1,1,0,-74.301,-9.659
31.416,1,2,1,-68.711,-4.069
31.421,1,1,0,-74.302,-9.660
31.421,1,2,1,-68.711,-4.069
31.426,1,1,0,-74.303,-9.661
31.426,1,2,1,-68.710,-4.068
31.431,1,1,0,-74.303,-9.662
31.431,1,2,1,-68.709,-4.068
31.436,1,1,0,-74.304,-9.663
31.436,1,2,1,-68.709,-4.068
31.441,1,1,0,-74.305,-9.664
31.441,1,2,1,-68.708,-4.068
31.446,1,1,0,-74.306,-9.666
31.446,1,2,1,-68.708,-4.067
31.451,1,1,0,-74.307,-9.667
31.451,1,2,1,-68.707,-4.067
31.456,1,1,0,-74.307,-9.668
31.456,1,2,1,-68.706,-4.067
31.461,1,1,0,-74.308,-9.669
31.461,1,2,1,-68.706,-4.066
31.466,1,1,0,-74.309,-9.670
31.466,1,2,1,-68.705,-4.066
31.471,1,1,0,-74.310,-9.671
31.471,1,2,1,-68.705,-4.066
31.476,1,1,0,-74.311,-9.672
31.476,1,2,1,-68.704,-4.065
31.481,1,1,0,-74.311,-9.673
31.481,1,2,1,-68.703,-4.065
31.486,1,1,0,-74.312,-9.674
31.486,1,2,1,-68.703,-4.065
31.491,1,1,0,-74.313,-9.675
31.491,1,2,1,-68.702,-4.065
31.496,1,1,0,-74.314,-9.676
31.496,1,2,1,-68.702,-4.064
31.501,1,1,0,-74.315,-9.677
31.501,1,2,1,-68.701,-4.064
31.506,1,1,0,-74.315,-9.679
31.506,1,2,1,-68.700,-4.064
31.511,1,1,0,-74.316,-9.680
31.511,1,2,1,-68.700,-4.063
31.516,1,1,0,-74.317,-9.681
31.516,1,2,1,-68.699,-4.063
31.521,1,1,0,-74.318,-9.682
31.521,1,2,1,-68.699,-4.063
31.526,1,1,0,-74.319,-9.683
31.526,1,2,1,-68.698,-4.062
31.531,1,1,0,-74.319,-9.684
31.531,1,2,1,-68.697,-4.062
31.536,1,1,0,-74.320,-9.685
31.536,1,2,1,-68.697,-4.062
31.541,1,1,0,-74.321,-9.686
31.541,1,2,1,-68.696,-4.062
31.546,1,1,0,-74.322,-9.687
31.546,1,2,1,-68.696,-4.061
31.551,1,1,0,-74.322,-9.688
31.551,1,2,1,-68.695,-4.061
31.556,1,1,0,-74.323,-9.689
31.556,1,2,1,-68.695,-4.061
31.561,1,1,0,-74.324,-9.690
31.561,1,2,1,-68.694,-4.060
31.566,1,1,0,-74.325,-9.692
31.566,1,2,1,-68.693,-4.060
31.571,1,1,0,-74.326,-9.693
31.571,1,2,1,-68.693,-4.060
31.576,1,1,0,-74.326,-9.694
31.576,1,2,1,-68.692,-4.059
31.581,1,1,0,-74.327,-9.695
31.581,1,2,1,-68.692,-4.059
31.586,1,1,0,-74.328,-9.696
31.586,1,2,1,-68.691,-4.059
31.591,1,1,0,-74.329,-9.697
31.591,1,2,1,-68.690,-4.059
31.596,1,1,0,-74.330,-9.698
31.596,1,2,1,-68.690,-4.058
31.601,1,1,0,-74.330,-9.699
31.601,1,2,1,-68.689,-4.058
31.606,1,1,0,-74.331,-9.700
31.606,1,2,1,-68.689,-4.058
31.611,1,1,0,-74.332,-9.701
31.611,1,2,1,-68.688,-4.057
31.616,1,1,0,-74.333,-9.702
31.616,1,2,1,-68.688,-4.057
31.621,1,1,0,-74.334,-9.703
31.621,1,2,1,-68.687,-4.057
31.626,1,1,0,-74.334,-9.705
31.626,1,2,1,-68.686,-4.057
31.631,1,1,0,-74.335,-9.706
31.631,1,2,1,-68.686,-4.056
31.636,1,1,0,-74.336,-9.707
31.636,1,2,1,-68.685,-4.056
31.641,1,1,0,-74.337,-9.708
31.641,1,2,1,-68.685,-4.056
31.646,1,1,0,-74.338,-9.709
31.646,1,2,1,-68.684,-4.055
31.651,1,1,0,-74.338,-9.710
31.651,1,2,1,-68.683,-4.055
31.656,1,1,0,-74.339,-9.711
31.656,1,2,1,-68.683,-4.055
31.661,1,1,0,-74.340,-9.712
31.661,1,2,1,-68.682,-4.054
31.666,1,1,0,-74.341,-9.713
31.666,1,2,1,-68.682,-4.054
31.671,1,1,0,-74.341,-9.714
31.671,1,2,1,-68.681,-4.054
31.676,1,1,0,-74.342,-9.715
31.676,1,2,1,-68.681,-4.054
31.681,1,1,0,-74.343,-9.716
31.681,1,2,1,-68.680,-4.053
31.686,1,1,0,-74.344,-9.718
31.686,1,2,1,-68.679,-4.053
31.691,1,1,0,-74.345,-9.719
31.691,1,2,1,-68.679,-4.053
31.696,1,1,0,-74.345,-9.720
31.696,1,2,1,-68.678,-4.052
31.701,1,1,0,-74.346,-9.721
31.701,1,2,1,-68.678,-4.052
31.706,1,1,0,-74.347,-9.722
31.706,1,2,1,-68.677,-4.052
31.711,1,1,0,-74.348,-9.723
31.711,1,2,1,-68.676,-4.052
31.716,1,1,0,-74.349,-9.724
31.716,1,2,1,-68.676,-4.051
31.721,1,1,0,-74.349,-9.725
31.721,1,2,1,-68.675,-4.051
31.726,1,1,0,-74.350,-9.726
31.726,1,2,1,-68.675,-4.051
31.731,1,1,0,-74.351,-9.727
31.731,1,2,1,-68.674,-4.050
31.736,1,1,0,-74.352,-9.728
31.736,1,2,1,-68.674,-4.050
31.741,1,1,0,-74.353,-9.729
31.741,1,2,1,-68.673,-4.050
31.746,1,1,0,-74.353,-9.730
31.746,1,2,1,-68.672,-4.050
31.751,1,1,0,-74.354,-9.732
31.751,1,2,1,-68.672,-4.049
31.756,1,1,0,-74.355,-9.733
31.756,1,2,1,-68.671,-4.049
31.761,1,1,0,-74.356,-9.734
31.761,1,2,1,-68.671,-4.049
31.766,1,1,0,-74.357,-9.735
31.766,1,2,1,-68.670,-4.048
31.771,1,1,0,-74.357,-9.736
31.771,1,2,1,-68.670,-4.048
31.776,1,1,0,-74.358,-9.737
31.776,1,2,1,-68.669,-4.048
31.781,1,1,0,-74.359,-9.738
31.781,1,2,1,-68.668,-4.047
31.786,1,1,0,-74.360,-9.739
31.786,1,2,1,-68.668,-4.047
31.791,1,1,0,-74.360,-9.740
31.791,1,2,1,-68.667,-4.047
31.796,1,1,0,-74.361,-9.741
31.796,1,2,1,-68.667,-4.047
31.801,1,1,0,-74.362,-9.742
31.801,1,2,1,-68.666,-4.046
31.806,1,1,0,-74.363,-9.743
31.806,1,2,1,-68.665,-4.046
31.811,1,1,0,-74.364,-9.744
31.811,1,2,1,-68.665,-4.046
31.816,1,1,0,-74.364,-9.746
31.816,1,2,1,-68.664,-4.045
31.821,1,1,0,-74.365,-9.747
31.821,1,2,1,-68.664,-4.045
31.826,1,1,0,-74.366,-9.748
31.826,1,2,1,-68.663,-4.045
31.831,1,1,0,-74.367,-9.749
31.831,1,2,1,-68.663,-4.045
31.836,1,1,0,-74.368,-9.750
31.836,1,2,1,-68.662,-4.044
31.841,1,1,0,-74.368,-9.751
31.841,1,2,1,-68.661,-4.044
31.846,1,1,0,-74.369,-9.752
31.846,1,2,1,-68.661,-4.044
31.851,1,1,0,-74.370,-9.753
31.851,1,2,1,-68.660,-4.043
31.856,1,1,0,-74.371,-9.754
31.856,1,2,1,-68.660,-4.043
31.861,1,1,0,-74.371,-9.755
31.861,1,2,1,-68.659,-4.043
31.866,1,1,0,-74.372,-9.756
31.866,1,2,1,-68.659,-4.043
31.871,1,1,0,-74.373,-9.757
31.871,1,2,1,-68.658,-4.042
31.876,1,1,0,-74.374,-9.758
31.876,1,2,1,-68.657,-4.042
31.881,1,1,0,-74.375,-9.759
31.881,1,2,1,-68.657,-4.042
31.886,1,1,0,-74.375,-9.761
31.886,1,2,1,-68.656,-4.041
31.891,1,1,0,-74.376,-9.762
31.891,1,2,1,-68.656,-4.041
31.896,1,1,0,-74.377,-9.763
31.896,1,2,1,-68.655,-4.041
31.901,1,1,0,-74.378,-9.764
31.901,1,2,1,-68.655,-4.041
31.906,1,1,0,-74.379,-9.765
31.906,1,2,1,-68.654,-4.040
31.911,1,1,0,-74.379,-9.766
31.911,1,2,1,-68.653,-4.040
31.916,1,1,0,-74.380,-9.767
31.916,1,2,1,-68.653,-4.040
31.921,1,1,0,-74.381,-9.768
31.921,1,2,1,-68.652,-4.039
31.926,1,1,0,-74.382,-9.769
31.926,1,2,1,-68.652,-4.039
31.931,1,1,0,-74.383,-9.770
31.931,1,2,1,-68.651,-4.039
31.936,1,1,0,-74.383,-9.771
31.936,1,2,1,-68.651,-4.039
31.941,1,1,0,-74.384,-9.772
31.941,1,2,1,-68.650,-4.038
31.946,1,1,0,-74.385,-9.773
31.946,1,2,1,-68.650,-4.038
31.951,1,1,0,-74.386,-9.774
31.951,1,2,1,-68.649,-4.038
31.956,1,1,0,-74.386,-9.776
31.956,1,2,1,-68.648,-4.037
31.961,1,1,0,-74.387,-9.777
31.961,1,2,1,-68.648,-4.037
31.966,1,1,0,-74.388,-9.778
31.966,1,2,1,-68.647,-4.037
31.971,1,1,0,-74.389,-9.779
31.971,1,2,1,-68.647,-4.037
31.976,1,1,0,-74.390,-9.780
31.976,1,2,1,-68.646,-4.036
31.981,1,1,0,-74.390,-9.781
31.981,1,2,1,-68.646,-4.036
31.986,1,1,0,-74.391,-9.782
31.986,1,2,1,-68.645,-4.036
31.991,1,1,0,-74.392,-9.783
31.991,1,2,1,-68.644,-4.035
31.996,1,1,0,-74.393,-9.784
31.996,1,2,1,-68.644,-4.035
32.001,1,1,0,-74.394,-9.785
32.001,1,2,1,-68.643,-4.035
32.006,1,1,0,-74.394,-9.786
32.006,1,2,1,-68.643,-4.035
32.011,1,1,0,-74.395,-9.787
32.011,1,2,1,-68.642,-4.034
32.016,1,1,0,-74.396,-9.788
32.016,1,2,1,-68.642,-4.034
32.021,1,1,0,-74.397,-9.789
32.021,1,2,1,-68.641,-4.034
32.026,1,1,0,-74.398,-9.790
32.026,1,2,1,-68.640,-4.033
32.031,1,1,0,-74.398,-9.792
32.031,1,2,1,-68.640,-4.033
32.036,1,1,0,-74.399,-9.793
32.036,1,2,1,-68.639,-4.033
32.041,1,1,0,-74.400,-9.794
32.041,1,2,1,-68.639,-4.033
32.046,1,1,0,-74.401,-9.795
32.046,1,2,1,-68.638,-4.032
32.051,1,1,0,-74.401,-9.796
32.051,1,2,1,-68.638,-4.032
32.056,1,1,0,-74.402,-9.797
32.056,1,2,1,-68.637,-4.032
32.061,1,1,0,-74.403,-9.798
32.061,1,2,1,-68.637,-4.031
32.066,1,1,0,-74.404,-9.799
32.066,1,2,1,-68.636,-4.031
32.071,1,1,0,-74.405,-9.800
32.071,1,2,1,-68.635,-4.031
32.076,1,1,0,-74.405,-9.801
32.076,1,2,1,-68.635,-4.031
32.081,1,1,0,-74.406,-9.802
32.081,1,2,1,-68.634,-4.030
32.086,1,1,0,-74.407,-9.803
32.086,1,2,1,-68.634,-4.030
32.091,1,1,0,-74.408,-9.804
32.091,1,2,1,-68.633,-4.030
32.096,1,1,0,-74.409,-9.805
32.096,1,2,1,-68.633,-4.029
32.101,1,1,0,-74.409,-9.806
32.101,1,2,1,-68.632,-4.029
32.106,1,1,0,-74.410,-9.807
32.106,1,2,1,-68.632,-4.029
32.111,1,1,0,-74.411,-9.809
32.111,1,2,1,-68.631,-4.029
32.116,1,1,0,-74.412,-9.810
32.116,1,2,1,-68.630,-4.028
32.121,1,1,0,-74.412,-9.811
32.121,1,2,1,-68.630,-4.028
32.126,1,1,0,-74.413,-9.812
32.126,1,2,1,-68.629,-4.028
32.131,1,1,0,-74.414,-9.813
32.131,1,2,1,-68.629,-4.028
32.136,1,1,0,-74.415,-9.814
32.136,1,2,1,-68.628,-4.027
32.141,1,1,0,-74.416,-9.815
32.141,1,2,1,-68.628,-4.027
32.146,1,1,0,-74.416,-9.816
32.146,1,2,1,-68.627,-4.027
32.151,1,1,0,-74.417,-9.817
32.151,1,2,1,-68.626,-4.026
32.156,1,1,0,-74.418,-9.818
32.156,1,2,1,-68.626,-4.026
32.161,1,1,0,-74.419,-9.819
32.161,1,2,1,-68.625,-4.026
32.166,1,1,0,-74.420,-9.820
32.166,1,2,1,-68.625,-4.026
32.171,1,1,0,-74.420,-9.821
32.171,1,2,1,-68.624,-4.025
32.176,1,1,0,-74.421,-9.822
32.176,1,2,1,-68.624,-4.025
32.181,1,1,0,-74.422,-9.823
32.181,1,2,1,-68.623,-4.025
32.186,1,1,0,-74.423,-9.824
32.186,1,2,1,-68.623,-4.024
32.191,1,1,0,-74.423,-9.826
32.191,1,2,1,-68.622,-4.024
32.196,1,1,0,-74.424,-9.827
32.196,1,2,1,-68.622,-4.024
32.201,1,1,0,-74.425,-9.828
32.201,1,2,1,-68.621,-4.024
32.206,1,1,0,-74.426,-9.829
32.206,1,2,1,-68.620,-4.023
32.211,1,1,0,-74.427,-9.830
32.211,1,2,1,-68.620,-4.023
32.216,1,1,0,-74.427,-9.831
32.216,1,2,1,-68.619,-4.023
32.221,1,1,0,-74.428,-9.832
32.221,1,2,1,-68.619,-4.022
32.226,1,1,0,-74.429,-9.833
32.226,1,2,1,-68.618,-4.022
32.231,1,1,0,-74.430,-9.834
32.231,1,2,1,-68.618,-4.022
32.236,1,1,0,-74.431,-9.835
32.236,1,2,1,-68.617,-4.022
32.241,1,1,0,-74.431,-9.836
32.241,1,2,1,-68.617,-4.021
32.246,1,1,0,-74.432,-9.837
32.246,1,2,1,-68.616,-4.021
32.251,1,1,0,-74.433,-9.838
32.251,1,2,1,-68.615,-4.021
32.256,1,1,0,-74.434,-9.839
32.256,1,2,1,-68.615,-4.021
32.261,1,1,0,-74.434,-9.840
32.261,1,2,1,-68.614,-4.020
32.266,1,1,0,-74.435,-9.841
32.266,1,2,1,-68.614,-4.020
32.271,1,1,0,-74.436,-9.842
32.271,1,2,1,-68.613,-4.020
32.276,1,1,0,-74.437,-9.844
32.276,1,2,1,-68.613,-4.019
32.281,1,1,0,-74.438,-9.845
32.281,1,2,1,-68.612,-4.019
32.286,1,1,0,-74.438,-9.846
32.286,1,2,1,-68.612,-4.019
32.291,1,1,0,-74.439,-9.847
32.291,1,2,1,-68.611,-4.019
32.296,1,1,0,-74.440,-9.848
32.296,1,2,1,-68.611,-4.018
32.301,1,1,0,-74.441,-9.849
32.301,1,2,1,-68.610,-4.018
32.306,1,1,0,-74.442,-9.850
32.306,1,2,1,-68.609,-4.018
32.311,1,1,0,-74.442,-9.851
32.311,1,2,1,-68.609,-4.017
32.316,1,1,0,-74.443,-9.852
32.316,1,2,1,-68.608,-4.017
32.321,1,1,0,-74.444,-9.853
32.321,1,2,1,-68.608,-4.017
32.326,1,1,0,-74.445,-9.854
32.326,1,2,1,-68.607,-4.017
32.331,1,1,0,-74.445,-9.855
32.331,1,2,1,-68.607,-4.016
32.336,1,1,0,-74.446,-9.856
32.336,1,2,1,-68.606,-4.016
32.341,1,1,0,-74.447,-9.857
32.341,1,2,1,-68.606,-4.016
32.346,1,1,0,-74.448,-9.858
32.346,1,2,1,-68.605,-4.016
32.351,1,1,0,-74.449,-9.859
32.351,1,2,1,-68.605,-4.015
32.356,1,1,0,-74.449,-9.860
32.356,1,2,1,-68.604,-4.015
32.361,1,1,0,-74.450,-9.861
32.361,1,2,1,-68.603,-4.015
32.366,1,1,0,-74.451,-9.863
32.366,1,2,1,-68.603,-4.014
32.371,1,1,0,-74.452,-9.864
32.371,1,2,1,-68.602,-4.014
32.376,1,1,0,-74.452,-9.865
32.376,1,2,1,-68.602,-4.014
32.381,1,1,0,-74.453,-9.866
32.381,1,2,1,-68.601,-4.014
32.386,1,1,0,-74.454,-9.867
32.386,1,2,1,-68.601,-4.013
32.391,1,1,0,-74.455,-9.868
32.391,1,2,1,-68.600,-4.013
32.396,1,1,0,-74.456,-9.869
32.396,1,2,1,-68.600,-4.013
32.401,1,1,0,-74.456,-9.870
32.401,1,2,1,-68.599,-4.013
32.406,1,1,0,-74.457,-9.871
32.406,1,2,1,-68.599,-4.012
32.411,1,1,0,-74.458,-9.872
32.411,1,2,1,-68.598,-4.012
32.416,1,1,0,-74.459,-9.873
32.416,1,2,1,-68.597,-4.012
32.421,1,1,0,-74.460,-9.874
32.421,1,2,1,-68.597,-4.011
32.426,1,1,0,-74.460,-9.875
32.426,1,2,1,-68.596,-4.011
32.431,1,1,0,-74.461,-9.876
32.431,1,2,1,-68.596,-4.011
32.436,1,1,0,-74.462,-9.877
32.436,1,2,1,-68.595,-4.011
32.441,1,1,0,-74.463,-9.878
32.441,1,2,1,-68.595,-4.010
32.446,1,1,0,-74.463,-9.879
32.446,1,2,1,-68.594,-4.010
32.451,1,1,0,-74.464,-9.880
32.451,1,2,1,-68.594,-4.010
32.456,1,1,0,-74.465,-9.881
32.456,1,2,1,-68.593,-4.010
32.461,1,1,0,-74.466,-9.882
32.461,1,2,1,-68.593,-4.009
32.466,1,1,0,-74.467,-9.884
32.466,1,2,1,-68.592,-4.009
32.471,1,1,0,-74.467,-9.885
32.471,1,2,1,-68.592,-4.009
32.476,1,1,0,-74.468,-9.886
32.476,1,2,1,-68.591,-4.008
32.481,1,1,0,-74.469,-9.887
32.481,1,2,1,-68.590,-4.008
32.486,1,1,0,-74.470,-9.888
32.486,1,2,1,-68.590,-4.008
32.491,1,1,0,-74.471,-9.889
32.491,1,2,1,-68.589,-4.008
32.496,1,1,0,-74.471,-9.890
32.496,1,2,1,-68.589,-4.007
32.501,1,1,0,-74.472,-9.891
32.501,1,2,1,-68.588,-4.007
32.506,1,1,0,-74.473,-9.892
32.506,1,2,1,-68.588,-4.007
32.511,1,1,0,-74.474,-9.893
32.511,1,2,1,-68.587,-4.007
32.516,1,1,0,-74.474,-9.894
32.516,1,2,1,-68.587,-4.006
32.521,1,1,0,-74.475,-9.895
32.521,1,2,1,-68.586,-4.006
32.526,1,1,0,-74.476,-9.896
32.526,1,2,1,-68.586,-4.006
32.531,1,1,0,-74.477,-9.897
32.531,1,2,1,-68.585,-4.006
32.536,1,1,0,-74.478,-9.898
32.536,1,2,1,-68.585,-4.005
32.541,1,1,0,-74.478,-9.899
32.541,1,2,1,-68.584,-4.005
32.546,1,1,0,-74.479,-9.900
32.546,1,2,1,-68.584,-4.005
32.551,1,1,0,-74.480,-9.901
32.551,1,2,1,-68.583,-4.004
32.556,1,1,0,-74.481,-9.902
32.556,1,2,1,-68.582,-4.004
32.561,1,1,0,-74.481,-9.903
32.561,1,2,1,-68.582,-4.004
32.566,1,1,0,-74.482,-9.904
32.566,1,2,1,-68.581,-4.004
32.571,1,1,0,-74.483,-9.906
32.571,1,2,1,-68.581,-4.003
32.576,1,1,0,-74.484,-9.907
32.576,1,2,1,-68.580,-4.003
32.581,1,1,0,-74.485,-9.908
32.581,1,2,1,-68.580,-4.003
32.586,1,1,0,-74.485,-9.909
32.586,1,2,1,-68.579,-4.003
32.591,1,1,0,-74.486,-9.910
32.591,1,2,1,-68.579,-4.002
32.596,1,1,0,-74.487,-9.911
32.596,1,2,1,-68.578,-4.002
32.601,1,1,0,-74.488,-9.912
32.601,1,2,1,-68.578,-4.002
32.606,1,1,0,-74.488,-9.913
32.606,1,2,1,-68.577,-4.001
32.611,1,1,0,-74.489,-9.914
32.611,1,2,1,-68.577,-4.001
32.616,1,1,0,-74.490,-9.915
32.616,1,2,1,-68.576,-4.001
32.621,1,1,0,-74.491,-9.916
32.621,1,2,1,-68.576,-4.001
32.626,1,1,0,-74.492,-9.917
32.626,1,2,1,-68.575,-4.000
32.631,1,1,0,-74.492,-9.918
32.631,1,2,1,-68.575,-4.000
32.636,1,1,0,-74.493,-9.919
32.636,1,2,1,-68.574,-4.000
32.641,1,1,0,-74.494,-9.920
32.641,1,2,1,-68.573,-4.000
32.646,1,1,0,-74.495,-9.921
32.646,1,2,1,-68.573,-3.999
32.651,1,1,0,-74.496,-9.922
32.651,1,2,1,-68.572,-3.999
32.656,1,1,0,-74.496,-9.923
32.656,1,2,1,-68.572,-3.999
32.661,1,1,0,-74.497,-9.924
32.661,1,2,1,-68.571,-3.999
32.666,1,1,0,-74.498,-9.925
32.666,1,2,1,-68.571,-3.998
32.671,1,1,0,-74.499,-9.926
32.671,1,2,1,-68.570,-3.998
32.676,1,1,0,-74.499,-9.927
32.676,1,2,1,-68.570,-3.998
32.681,1,1,0,-74.500,-9.928
32.681,1,2,1,-68.569,-3.997
32.686,1,1,0,-74.501,-9.930
32.686,1,2,1,-68.569,-3.997
32.691,1,1,0,-74.502,-9.931
32.691,1,2,1,-68.568,-3.997
32.696,1,1,0,-74.503,-9.932
32.696,1,2,1,-68.568,-3.997
32.701,1,1,0,-74.503,-9.933
32.701,1,2,1,-68.567,-3.996
32.706,1,1,0,-74.504,-9.934
32.706,1,2,1,-68.567,-3.996
32.711,1,1,0,-74.505,-9.935
32.711,1,2,1,-68.566,-3.996
32.716,1,1,0,-74.506,-9.936
32.716,1,2,1,-68.566,-3.996
32.721,1,1,0,-74.506,-9.937
32.721,1,2,1,-68.565,-3.995
32.726,1,1,0,-74.507,-9.938
32.726,1,2,1,-68.565,-3.995
32.731,1,1,0,-74.508,-9.939
32.731,1,2,1,-68.564,-3.995
32.736,1,1,0,-74.509,-9.940
32.736,1,2,1,-68.563,-3.995
32.741,1,1,0,-74.510,-9.941
32.741,1,2,1,-68.563,-3.994
32.746,1,1,0,-74.510,-9.942
32.746,1,2,1,-68.562,-3.994
32.751,1,1,0,-74.511,-9.943
32.751,1,2,1,-68.562,-3.994
32.756,1,1,0,-74.512,-9.944
32.756,1,2,1,-68.561,-3.994
32.761,1,1,0,-74.513,-9.945
32.761,1,2,1,-68.561,-3.993
32.766,1,1,0,-74.513,-9.946
32.766,1,2,1,-68.560,-3.993
32.771,1,1,0,-74.514,-9.947
32.771,1,2,1,-68.560,-3.993
32.776,1,1,0,-74.515,-9.948
32.776,1,2,1,-68.559,-3.992
32.781,1,1,0,-74.516,-9.949
32.781,1,2,1,-68.559,-3.992
32.786,1,1,0,-74.517,-9.950
32.786,1,2,1,-68.558,-3.992
32.791,1,1,0,-74.517,-9.951
32.791,1,2,1,-68.558,-3.992
32.796,1,1,0,-74.518,-9.952
32.796,1,2,1,-68.557,-3.991
32.801,1,1,0,-74.519,-9.953
32.801,1,2,1,-68.557,-3.991
32.806,1,1,0,-74.520,-9.954
32.806,1,2,1,-68.556,-3.991
32.811,1,1,0,-74.520,-9.955
32.811,1,2,1,-68.556,-3.991
32.816,1,1,0,-74.521,-9.956
32.816,1,2,1,-68.555,-3.990
32.821,1,1,0,-74.522,-9.958
32.821,1,2,1,-68.555,-3.990
32.826,1,1,0,-74.523,-9.959
32.826,1,2,1,-68.554,-3.990
32.831,1,1,0,-74.524,-9.960
32.831,1,2,1,-68.554,-3.990
32.836,1,1,0,-74.524,-9.961
32.836,1,2,1,-68.553,-3.989
32.841,1,1,0,-74.525,-9.962
32.841,1,2,1,-68.553,-3.989
32.846,1,1,0,-74.526,-9.963
32.846,1,2,1,-68.552,-3.989
32.851,1,1,0,-74.527,-9.964
32.851,1,2,1,-68.552,-3.989
32.856,1,1,0,-74.528,-9.965
32.856,1,2,1,-68.551,-3.988
32.861,1,1,0,-74.528,-9.966
32.861,1,2,1,-68.551,-3.988
32.866,1,1,0,-74.529,-9.967
32.866,1,2,1,-68.550,-3.988
32.871,1,1,0,-74.530,-9.968
32.871,1,2,1,-68.550,-3.987
32.876,1,1,0,-74.531,-9.969
32.876,1,2,1,-68.549,-3.987
32.881,1,1,0,-74.531,-9.970
32.881,1,2,1,-68.548,-3.987
32.886,1,1,0,-74.532,-9.971
32.886,1,2,1,-68.548,-3.987
32.891,1,1,0,-74.533,-9.972
32.891,1,2,1,-68.547,-3.986
32.896,1,1,0,-74.534,-9.973
32.896,1,2,1,-68.547,-3.986
32.901,1,1,0,-74.535,-9.974
32.901,1,2,1,-68.546,-3.986
32.906,1,1,0,-74.535,-9.975
32.906,1,2,1,-68.546,-3.986
32.911,1,1,0,-74.536,-9.976
32.911,1,2,1,-68.545,-3.985
32.916,1,1,0,-74.537,-9.977
32.916,1,2,1,-68.545,-3.985
32.921,1,1,0,-74.538,-9.978
32.921,1,2,1,-68.544,-3.985
32.926,1,1,0,-74.538,-9.979
32.926,1,2,1,-68.544,-3.985
32.931,1,1,0,-74.539,-9.980
32.931,1,2,1,-68.543,-3.984
32.936,1,1,0,-74.540,-9.981
32.936,1,2,1,-68.543,-3.984
32.941,1,1,0,-74.541,-9.982
32.941,1,2,1,-68.542,-3.984
32.946,1,1,0,-74.542,-9.983
32.946,1,2,1,-68.542,-3.984
32.951,1,1,0,-74.542,-9.984
32.951,1,2,1,-68.541,-3.983
32.956,1,1,0,-74.543,-9.985
32.956,1,2,1,-68.541,-3.983
32.961,1,1,0,-74.544,-9.986
32.961,1,2,1,-68.540,-3.983
32.966,1,1,0,-74.545,-9.987
32.966,1,2,1,-68.540,-3.983
32.971,1,1,0,-74.545,-9.988
32.971,1,2,1,-68.539,-3.982
32.976,1,1,0,-74.546,-9.989
32.976,1,2,1,-68.539,-3.982
32.981,1,1,0,-74.547,-9.990
32.981,1,2,1,-68.538,-3.982
32.986,1,1,0,-74.548,-9.992
32.986,1,2,1,-68.538,-3.982
32.991,1,1,0,-74.549,-9.993
32.991,1,2,1,-68.537,-3.981
32.996,1,1,0,-74.549,-9.994
32.996,1,2,1,-68.537,-3.981
33.001,1,1,0,-74.550,-9.995
33.001,1,2,1,-68.536,-3.981
33.006,1,1,0,-74.551,-9.996
33.006,1,2,1,-68.536,-3.981
33.011,1,1,0,-74.552,-9.997
33.011,1,2,1,-68.535,-3.980
33.016,1,1,0,-74.552,-9.998
33.016,1,2,1,-68.535,-3.980
33.021,1,1,0,-74.553,-9.999
33.021,1,2,1,-68.534,-3.980
33.026,1,1,0,-74.554,-10.000
33.026,1,2,1,-68.534,-3.979
33.031,1,1,0,-74.555,-10.001
33.031,1,2,1,-68.533,-3.979
33.036,1,1,0,-74.556,-10.002
33.036,1,2,1,-68.533,-3.979
33.041,1,1,0,-74.556,-10.003
33.041,1,2,1,-68.532,-3.979
33.046,1,1,0,-74.557,-10.004
33.046,1,2,1,-68.532,-3.978
33.051,1,1,0,-74.558,-10.005
33.051,1,2,1,-68.531,-3.978
33.056,1,1,0,-74.559,-10.006
33.056,1,2,1,-68.531,-3.978
33.061,1,1,0,-74.559,-10.007
33.061,1,2,1,-68.530,-3.978
33.066,1,1,0,-74.560,-10.008
33.066,1,2,1,-68.530,-3.977
33.071,1,1,0,-74.561,-10.009
33.071,1,2,1,-68.529,-3.977
33.076,1,1,0,-74.562,-10.010
33.076,1,2,1,-68.529,-3.977
33.081,1,1,0,-74.563,-10.011
33.081,1,2,1,-68.528,-3.977
33.086,1,1,0,-74.563,-10.012
33.086,1,2,1,-68.528,-3.976
33.091,1,1,0,-74.564,-10.013
33.091,1,2,1,-68.527,-3.976
33.096,1,1,0,-74.565,-10.014
33.096,1,2,1,-68.527,-3.976
33.101,1,1,0,-74.566,-10.015
33.101,1,2,1,-68.526,-3.976
33.106,1,1,0,-74.566,-10.016
33.106,1,2,1,-68.526,-3.975
33.111,1,1,0,-74.567,-10.017
33.111,1,2,1,-68.525,-3.975
33.116,1,1,0,-74.568,-10.018
33.116,1,2,1,-68.525,-3.975
33.121,1,1,0,-74.569,-10.019
33.121,1,2,1,-68.524,-3.975
33.126,1,1,0,-74.570,-10.020
33.126,1,2,1,-68.524,-3.974
33.131,1,1,0,-74.570,-10.021
33.131,1,2,1,-68.523,-3.974
33.136,1,1,0,-74.571,-10.022
